channel_id,Date,user_id,user_name,content
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-01-28,21:41:50",charlybkk,charlybkk,"Would love to see a benchmark with DeepSeek, as it is the buzz word of the moment, but i doubt it would be on the top of the list..."
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-01,06:14:22",ashishpatel26,ashishpatel26,Learn AI Together #🧠・whatsai-new-content
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-02,06:45:26",Learn AI Together #🧠・whatsai-new-content,Learn AI Together #🧠・whatsai-new-content,"@everyone, new @WAI Videos !

Let's break the hype: Real Agents vs. Workflows: The Truth Behind AI 'Agents'

Learn more in the video: https://youtu.be/kQxr-uOxw2o"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-03,17:52:50",AG2 #announcements,AG2 #announcements,"🎯 Calling all AG2 + Google Cloud wizards! Show us your magic at Google Cloud Next 2025

Building something epic? We're selecting innovative companies to spotlight at one of tech's biggest stages - Google Cloud Next in Las Vegas this April. If you're crafting breakthrough solutions using AG2 and Google Cloud together, this is your chance to share your stackcraft with the world.

Why present at Next '25:
- Demo your innovation to tens of thousands of fellow builders and decision makers
- Join an elite group of featured customers alongside industry pioneers
- Deep dive with Google Cloud engineers and technical leaders
- Help shape the future of enterprise AI implementation

⚡️ Submit your story with a quick survey: https://jc9pie8gn0f.typeform.com/to/lViEe9TF 
@everyone"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-05,05:15:57",Learn AI Together #🧠・whatsai-new-content,Learn AI Together #🧠・whatsai-new-content,"@everyone, new @WAI Videos ! 

**The future of software development: LLM Developers**

Software engineers vs. ML engineers vs. prompt engineers vs. LLM developers... what's the difference?

Learn more in the video: https://youtu.be/UbLJuxSqEN0"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-05,11:19:32",aiXplain #announcements,aiXplain #announcements,"@everyone  📢 🗣️  Quick announcement : We just renamed our server to ""AI Agent Lab"" ... Join us to build AI agents and explore its power together.. 💪🏾 

P.S.: Next developer office hour coming up soon

TOPIC: Ins and Outs of Agentic RAG with @pavalucas 

Check this out: https://www.linkedin.com/posts/aixplain_officehours-activity-7292904826105995264-hzp3?utm_source=share&utm_medium=member_desktop and RSVP 👇🏾 

https://discord.gg/tXK4eNHP?event=1334221517621563554"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-06,07:58:23",SWOC (Social Winter of Code) #announcements,SWOC (Social Winter of Code) #announcements,"@everyone 
Soon Project Submission On Devfolio Starts , stay tune for more details 

Note : This is an important step to get final certifications and scores in the end of program"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-08,07:36:21",Yannic Kilcher #events,Yannic Kilcher #events,"@everyone @meetup 
**Paper Discussion 2025#06**

Saturday, local: <t:1739041200:F> - <t:1739048400:t>, @zickzack    will present `Safe and Efficient Off-Policy Reinforcement Learning` in <#719652499740688404>.
[Event](https://discord.com/events/714501525455634453/1337720997452845096)

If you'd like to present a paper, send a direct message to @zickzack  with a link to the paper and availability information.


**Paper:**
https://arxiv.org/abs/1606.02647v2

**Abstract:**
>       In this work, we take a fresh look at some old and new algorithms for off-policy, return-based reinforcement learning. Expressing these in a common form, we derive a novel algorithm, Retrace(λ), with three desired properties: (1) it has low variance; (2) it safely uses samples collected from any behaviour policy, whatever its degree of ""off-policyness""; and (3) it is efficient as it makes the best use of samples collected from near on-policy behaviour policies. We analyze the contractive nature of the related operator under both off-policy policy evaluation and control settings and derive online sample-based algorithms. We believe this is the first return-based off-policy control algorithm converging a.s. to Q∗ without the GLIE assumption (Greedy in the Limit with Infinite Exploration). As a corollary, we prove the convergence of Watkins' Q(λ), which was an open problem since 1989. We illustrate the benefits of Retrace(λ) on a standard suite of Atari 2600 games."
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-09,22:11:02",SWOC (Social Winter of Code) #announcements,SWOC (Social Winter of Code) #announcements,@everyone Take Part in this exclusive and season last giveaways https://discord.com/channels/1118073956960841815/1299258383223754752/1338384103199997954
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-11,11:35:11",Learn AI Together #🧠・whatsai-new-content,Learn AI Together #🧠・whatsai-new-content,"@everyone, new @WAI Videos !

**How LLMs Are Changing Every Job (And What You Can Do About It)**

Video 3/6 of the ""8-hour Generative AI Primer"" course by Towards AI.

Learn more in the video: https://youtu.be/1iHJGTlyDqc"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-11,11:53:48",aiXplain #announcements,aiXplain #announcements,"@everyone REMINDER: Tomorrow we have our next chat on ""The Ins and Outs of Agentic RAG with @pavalucas "" Don't forget to RSVP: https://discord.gg/tXK4eNHP?event=1334221517621563554

 🗓️ Wednesday, 9 am PST
📌  Dev-Lounge"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-13,11:10:02",jvthunder,jvthunder,Report?
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-13,11:32:59",dr.spaceman,dr.spaceman,https://tenor.com/view/imbussinggg-gif-11260219515970408885
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-13,11:35:11",xvip,xvip,😂
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-13,12:41:04",nomypython,nomypython,oh now we have spam attack
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-13,12:41:05",nomypython,nomypython,😭
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-13,12:41:16",discogerm,discogerm,Aw hell naw
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-13,12:41:26",drako8309,drako8309,>:v
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-13,12:41:35",dr.spaceman,dr.spaceman,https://tenor.com/view/ithaqua-idv-cokey-cola-social-security-number-mothers-maiden-name-gif-3545171079100481028
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-13,13:28:31",Ollama #announcements,Ollama #announcements,"# Ollama 0.5.9

- [DeepScaleR](https://ollama.com/library/deepscaler): A fine-tuned version of Deepseek-R1-Distilled-Qwen-1.5B that surpasses the performance of OpenAI’s o1-preview with just 1.5B parameters on popular math evaluations.
- [OpenThinker](https://ollama.com/library/openthinker): A fully open-source family of reasoning models built using a dataset derived by distilling DeepSeek-R1.

## What's Changed
* Fixed `llama runner process has terminated` that would occur on Windows due to permissions issues
* Ollama will now use AVX-512 instructions where available for additional CPU acceleration
* NVIDIA and AMD GPUs can now be used with CPUs without AVX instructions
* Ollama will now use AVX2 instructions with NVIDIA and AMD GPUs
* New `ollama-darwin.tgz` package for macOS that replaces the previous `ollama-darwin` standalone binary.
* Fixed indexing error that would occur when downloading a model with `ollama run` or `ollama pull`
* Fixes cases where download progress would reverse

**Full Changelog**: https://github.com/ollama/ollama/releases/tag/v0.5.9

@everyone"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-14,16:58:57",aiXplain #announcements,aiXplain #announcements,"💘 Roses are red, Violets are blue, If your AI isn’t working, aiXplain is for you! 💘

Valentine’s Day is all about finding the perfect match—and not just for people, but for AI models and agents too.

Tired of being stuck in a toxic relationship with underperforming AI? 💔
💀 Your LLM takes forever to respond?
💸 Burning credits faster than a bad date spends money?
😩 Your AI agent is ghosting you instead of executing tasks?

It’s time to upgrade your relationship status with aiXplain’s Agentic Framework.
💑 Find the best LLM (DeepSeek or Llamas on Groq, Together AI, SambaNova—you name it!)
💌 Team up agents to get things done without unnecessary drama
💍 Optimize performance with benchmarking, so you know exactly what you’re committing to

Because let’s be real—nothing says love like low-latency inference, cost-efficient API calls, and AI agents that actually get the job done. ❤️

Ready to swipe right on better AI? Check out the docs here and get started: https://docs.aixplain.com/"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-15,04:03:14",Yannic Kilcher #events,Yannic Kilcher #events,"@everyone @meetup 
**Paper Discussion 2025#07**

Saturday, local: <t:1739646000:F> - <t:1739653200:t>, @0x000ff4   will present `Approximation Theory and Approximation Practice, Extended Edition (Chap. 1-3)` in <#1337720641528401930>.
[Event](https://discord.com/events/714501525455634453/1338226457079713932)

If you'd like to present a paper, send a direct message to @zickzack  with a link to the paper and availability information.


**Paper:**
https://epubs.siam.org/doi/10.1137/1.9781611975949

**Abstract:**
>  This is a textbook on classical polynomial and rational approximation theory for the twenty-first century. Aimed at advanced undergraduates and graduate students across all of applied mathematics, it uses MATLAB to teach the field's most important ideas and results.
> 
> Approximation Theory and Approximation Practice, Extended Edition differs fundamentally from other works on approximation theory in a number of ways: its emphasis is on topics close to numerical algorithms; concepts are illustrated with Chebfun; and each chapter is a PUBLISHable MATLAB M-file, available online.
> 
> The book centers on theorems and methods for analytic functions, which appear so often in applications, rather than on functions at the edge of discontinuity with their seductive theoretical challenges. Original sources are cited rather than textbooks, and each item in the bibliography is accompanied by an editorial comment. In addition, each chapter has a collection of exercises, which span a wide range from mathematical theory to Chebfun-based numerical experimentation.
> 
> This textbook is appropriate for advanced undergraduate or graduate students who have an understanding of numerical analysis and complex analysis. It is also appropriate for seasoned mathematicians who use MATLAB.
Note: if you have ever used chebfun in MATLAB: this is the book written by the authors"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-16,06:47:35",gaganadev,gaganadev,Why do i not have access to the channel? Is there something I have to do first?
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-16,06:48:39",gaganadev,gaganadev,"How do we register for the event and also, in which time zone is the event happening?"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-18,01:21:59",SWOC (Social Winter of Code) #announcements,SWOC (Social Winter of Code) #announcements,@everyone Thanks for comming at the Daytona Meetup in Dehradun soon coming in your city
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-18,01:21:59",SWOC (Social Winter of Code) #announcements,SWOC (Social Winter of Code) #announcements,https://www.linkedin.com/posts/jaysaadana_daytona-meetup-opensource-activity-7297545242386305024-z-uW?utm_source=share&utm_medium=member_desktop&rcm=ACoAABbucb4BANtex2g69ijEKfGd-l9N5YXA6dI
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-20,08:04:41",SWOC (Social Winter of Code) #announcements,SWOC (Social Winter of Code) #announcements,"@everyone 

If you are in open source and looking forward to explore web3 read the lastest blog on dev to how it will help you to start https://dev.to/jaysaadana/open-source-in-web3-and-decentralized-applications-for-2025-a-new-era-of-innovation-mo8"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-23,22:12:22",SWOC (Social Winter of Code) #announcements,SWOC (Social Winter of Code) #announcements,"@everyone
If you are in open source and working in frontend this blog is for you learn about streamline release from top companies like flagsmith,garfana etc

https://dev.to/jaysaadana/open-source-tools-for-streamlining-release-management-2bcf"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-25,02:28:40",SWOC (Social Winter of Code) #announcements,SWOC (Social Winter of Code) #announcements,"🌐 BIG Announcement from Endless Domains! 🚀

Hey @everyone 

We’re building something MASSIVE at Endless Domains—a revolution in digital identity! Our mission? To make Web3 domains the new standard for individuals and businesses, creating the largest decentralized domain marketplace where you can seamlessly buy, sell, and utilize Web3 domains across blockchain ecosystems.

🔥 Why Join Us?
✅ Be part of an early Web3 movement
✅ Connect with developers, domain enthusiasts & blockchain innovators
✅ Get exclusive updates, AMAs, and early opportunities

The future of Web3 domains is being built right now—and we want YOU to be a part of it!

🚀 Ready to shape the future?
Join our Discord today: 👉 https://discord.gg/Fs6qCDxpD6

Let’s build the next era of decentralized identity—together! 🌐💡"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-02-27,06:13:11",Mecha #📣┃announcements,Mecha #📣┃announcements,"Hey @everyone, we are having our first live event on 8th March for major announcements and updates 🚀 about the Mecha Comet. The event will be live streamed on Youtube, you can use this link to get notified -   https://mecha.so/events/the-comet-blazes-march-2025. Can't wait to share everything we have been up to!

Also this will be a deep technical dive and not just announcements, we thought why should we have all the fun 😄"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-01,09:59:17",Yannic Kilcher #events,Yannic Kilcher #events,"@everyone @meetup 
**Paper Discussion 2025#09**

Saturday, local: <t:1740855600:F> - <t:1740862800:t>, @.wavefunction  will present `Large Concept Models: Language Modeling in a Sentence Representation Space` in <#1337720641528401930>.
[Event](https://discord.com/events/714501525455634453/1344717219619278888)

If you'd like to present a paper, send a direct message to @zickzack  with a link to the paper and availability information.

**Paper:**
https://arxiv.org/abs/2412.08821

**Abstract:**
>  LLMs have revolutionized the field of artificial intelligence and have emerged as the de-facto tool for many tasks. The current established technology of LLMs is to process input and generate output at the token level. This is in sharp contrast to humans who operate at multiple levels of abstraction, well beyond single words, to analyze information and to generate creative content. In this paper, we present an attempt at an architecture which operates on an explicit higher-level semantic representation, which we name a concept. Concepts are language- and modality-agnostic and represent a higher level idea or action in a flow. Hence, we build a ""Large Concept Model"". In this study, as proof of feasibility, we assume that a concept corresponds to a sentence, and use an existing sentence embedding space, SONAR, which supports up to 200 languages in both text and speech modalities.
> The Large Concept Model is trained to perform autoregressive sentence prediction in an embedding space. We explore multiple approaches, namely MSE regression, variants of diffusion-based generation, and models operating in a quantized SONAR space. These explorations are performed using 1.6B parameter models and training data in the order of 1.3T tokens. We then scale one architecture to a model size of 7B parameters and training data of about 2.7T tokens."
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,04:51:57",.vasudeva,.vasudeva,cmon man
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,04:52:29",.vasudeva,.vasudeva,"cmon man, pls remove it"
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,04:55:11",.abdul.rahman.,.abdul.rahman.,most probably his account got hacked (pretty common for discord accounts to get hacked and sending weird links like this)
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,06:11:45",ma7dev,ma7dev,mods
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,06:41:57",nomypython,nomypython,Someon ban this peice of shit
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,06:42:00",nomypython,nomypython,dumb fuck
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,06:42:03",account_deactivated,account_deactivated,MODS
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,06:42:09",account_deactivated,account_deactivated,<@1226916012516184139>
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,06:42:16",account_deactivated,account_deactivated,<@&1301791197362262066>
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,06:42:20",account_deactivated,account_deactivated,<@&1301791197362262066>
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,06:43:13",account_deactivated,account_deactivated,My dear sleeping beauties please wake up and ban
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,06:49:09",thomasb0471,thomasb0471,Done in the lambda channel- I can’t do it in others’ 😦
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,06:53:42",omarwhite,omarwhite,Well just ignore and block him
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,07:05:34",Deleted User,Deleted User,I’m really sorry guys! I’ve no clue what the fuck these links are or how they are appearing ! I apologise for the inconvenience caused
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,09:12:29",mweihenh,mweihenh,someone removes him pls
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,09:13:20",punkbaristawitch,punkbaristawitch,Change your passwords and work  on updating your security measures
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,09:14:31",infectedcrotch,infectedcrotch,is this discord dead? any mods?
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,09:15:35",infectedcrotch,infectedcrotch,im out lol ☮️
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,09:16:27",Deleted User,Deleted User,Deleting my account. Sorry about this guys
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,09:16:41",.abdul.rahman.,.abdul.rahman.,yea create a new one
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,09:17:02",.abdul.rahman.,.abdul.rahman.,or just change your password
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-03,09:17:04",.abdul.rahman.,.abdul.rahman.,that works too
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-04,15:06:12",inna_75497,inna_75497,<@1333779292995321886>
d518e59b-69b2-4c57-9e61-22e6cd3af8db,"2025-03-08,10:45:58",Yannic Kilcher #events,Yannic Kilcher #events,"@everyone @meetup 
**Paper Discussion 2025#10**

Saturday, local: <t:1741460400:F> - <t:1741467600:t>, @.wavefunction  will present `Discrete Diffusion Modeling by Estimating the Ratios of the Data Distribution` in <#1337720641528401930>.
[Event](https://discord.com/events/714501525455634453/1347664003069116426)

If you'd like to present a paper, send a direct message to @zickzack  with a link to the paper and availability information.

**Paper:**
https://arxiv.org/abs/2310.16834

**Abstract:**
>       Despite their groundbreaking performance for many generative modeling tasks, diffusion models have fallen short on discrete data domains such as natural language. Crucially, standard diffusion models rely on the well-established theory of score matching, but efforts to generalize this to discrete structures have not yielded the same empirical gains. In this work, we bridge this gap by proposing score entropy, a novel loss that naturally extends score matching to discrete spaces, integrates seamlessly to build discrete diffusion models, and significantly boosts performance. Experimentally, we test our Score Entropy Discrete Diffusion models (SEDD) on standard language modeling tasks. For comparable model sizes, SEDD beats existing language diffusion paradigms (reducing perplexity by 25-75\%) and is competitive with autoregressive models, in particular outperforming GPT-2. Furthermore, compared to autoregressive mdoels, SEDD generates faithful text without requiring distribution annealing techniques like temperature scaling (around 6-8× better generative perplexity than un-annealed GPT-2), can trade compute and quality (similar quality with 32× fewer network evaluations), and enables controllable infilling (matching nucleus sampling quality while enabling other strategies besides left to right prompting)."
